# The standardization rules: match `smarts`, then apply `atom_fix` to the matched atoms' charge and
# radical state and `bonds_fix` to the bonds between them.  Rules run in the order they appear here,
# against the molecule as it now stands, so a general rule no longer matches a site a specific rule has
# already fixed.  Rules DO overlap -- `groups:45` matches a dihydroxy-diazine twice on overlapping ring
# atoms -- and `_standardize.py::_pass` documents the policy that handles it.
#
# COLUMNS
#
#   id         `groups:<0-based row index>`.  A log record names this, never a bare index
#   smarts     the pattern, in the core's dialect -- see the `z` note below
#   atom_fix   `;`-joined `slot:charge_delta:radical`; radical `-` leave alone, `0` not a radical,
#              `1` a radical.  ENTRY ORDER IS PRESERVED
#   bonds_fix  `;`-joined `a:b:order`, order 8 being a dative contact
#   tautomer   `0`/`1` -- see below
#   after      `;`-joined ids this row must follow, or `-`.  Every entry is MEASURED, not asserted:
#              `test/test_standardize_rules_examples.py` puts the two rules alone in a table, runs both
#              orders over an example, and fails if the answer does not depend on the order
#   examples   `;`-joined `IN>>OUT`s -- a SMILES this row repairs, and what the whole pass makes of it.
#              ONE PER `,` ALTERNATIVE of the pattern, so a row saying `[P&D4&x0&z1,N&D4&z1]` carries a
#              phosphonium case AND a quaternary-ammonium case.  EXECUTED -- the same test asserts that
#              THIS ROW'S OWN id fires on each and that the product is exactly OUT
#   why        what was drawn wrong and what the patch does about it.  This is also the message the row
#              puts into a `standardize(log=...)` record, so it is written to be read in a log
#
# An empty cell is spelled `-`; no cell contains a tab.
#
# A SLOT IS AN ATOM NUMBER, not a position: an explicit `:N` in the SMARTS where one is written, else the
# next unused integer from 1 walking the atoms in declaration order.  The first atom of a pattern that maps
# three of its later atoms is 4.
#
# THE HYDROGEN COUNT IS A CONSEQUENCE, NEVER AN INPUT.  No row writes one; the engine re-derives every atom a
# patch touched, so an example may come out with a different brutto formula than it went in with -- a
# phosphorus drawn neutral with four bonds was carrying a hydrogen it cannot have, and loses it when the charge
# arrives.
#
# `tautomer` = 0/1, AND THE DEFINITION IS MECHANICAL: 1 when the repair moves a hydrogen from one heavy atom to
# another.  Since no row writes a hydrogen count, a displacement is a CONSEQUENCE of the bond and charge edits
# and cannot be read off the patch columns -- which is why it is a column and not something the engine infers.
# 26 rows carry it and `standardize(fix_tautomers=False)` withholds exactly those 26.
#
# WITHHOLDING A FLAGGED ROW CAN LEAVE AN ILLEGAL VALENCE.  Measured: the hypervalent sulfur of `OS(=N)(=N)O` and
# `OS(=N)(=N)C` is repaired by `groups:71` and by no other row, so with the flag off nothing fires and the
# drawing's own violation stands.  That is the intended reading of the switch -- `fix_tautomers=False` says "do
# not choose a tautomer for me", and where the only legal spelling requires choosing one the caller gets their
# drawing back; `check_valence()` is how they find out.  More often the fallback is a different LEGAL answer
# instead: `C=N(=O)O` gets nitromethane from `groups:11` or the aci-nitro form from `groups:12`.
#
# `groups:71` and `groups:72` ARE THE SAME RULE TWICE, deliberately: the pattern matches a second, overlapping
# site only once the first has been patched, so one pass would leave the second imide mis-drawn.  `groups:50`,
# the other way round, IS UNREACHABLE as shipped and kept rather than deleted: every site it matches is a
# `groups:47` site, `groups:47` comes first, and measured on `groups:50`'s own example they agree.  The example
# test knows `groups:47` fires there and turns red if the two stop agreeing.
#
# `z` IS THE CORE'S HYBRIDIZATION WORD: 1 sp3, 2 sp2, 3 sp AND NOTHING ELSE, 4 aromatic, 5 two cumulated
# doubles with no triple (allene, sulfone, sulfonamide, nitro), 6 any other combination.  A pattern that
# repairs a mis-drawn pentavalent nitro, sulfonyl or azide therefore says `z5` or `z6`; a `z3` there would
# narrow it to alkynes and nitriles and the repair would stop happening silently.
#
# `D` DOES NOT COUNT A DATIVE BOND: a coordination contact is not a substituent, which is why `derive_scalars`
# calls the nitrogen of `[Fe]~N(C)(C)C` sp3.  So the two rows claiming "four substituents, therefore a formal
# charge" -- `groups:09` on boron, `groups:10` on phosphorus or nitrogen -- say it as `D4` plus `z1`: `z1`
# forbids every bond order but single, so that already IS four single bonds, and `D4` cannot see a
# three-coordinate donor as four-coordinate.
#
# `[*]` is any element, any charge, any radical.  `[A]` is the neutral-only wildcard, so it does not match
# `[Na+]` -- an unstated charge means charge zero and never "any charge".
#
# ROWS APPLYING THE SAME PATCH through patterns differing in one element, coordination number or bond order
# are written as ONE ROW with a `&` high-AND alternation -- `[P&D4&z1,S&D3&z1;+]` is "a four-coordinate sp3
# phosphorus or a three-coordinate sp3 sulfur, cationic either way".  `gen_standardize_rules.MERGES` records
# which rows went where and `test/test_standardize_rules_merges.py` proves each collapse selects exactly the
# sites its members selected.
#
# TWO CONSEQUENCES FOR ANYONE EDITING THIS FILE.  Row ids are POSITIONAL, so inserting or collapsing a row
# renumbers every row after it and an id written down elsewhere goes stale silently.  And a MERGED ROW SITS
# AT THE POSITION OF THE LAST ROW IT REPLACED, never the first: a union is at least as general as any of its
# members, order is semantics here, and a merged row moved early gets a shot at a site a more specific rule
# between the members was supposed to see first.

id	smarts	atom_fix	bonds_fix	tautomer	after	examples	why
groups:63	[S;D1;-][S;D4;z5](=[O;D1])(=[A])[A]	1:1:-;3:-1:-	1:2:2;2:3:1	0	-	CS(=O)(=O)[S-]>>[O-]S(=S)(C)=O	A thiosulfonate drawn with the charge on the terminal sulfur and the double bond on oxygen; the double bond and the charge swap places
groups:64	[S;D1][S;D4;z5](=[O;D1])(=[A])[A]	-	1:2:2;2:3:1	1	-	CS(=O)(=O)S>>O=S(O)(=S)C	The same swap as groups:68 with the hydrogen in place of the charge, so the hydrogen moves from sulfur to oxygen
groups:65	[S;D3;z1;-]([C;D1,D2,D3;z1;+])	1:1:-;2:-1:-	1:2:2	0	-	CN(C)[CH+][S-](C)C>>N(C=S(C)C)(C)C	A sulfur ylide drawn as [S-]-[C+]; the charges cancel into an S=C
groups:66	[S;D3;z5;-](=[O;D1])(=[O;D1])[A]	1:1:-;2:-1:-	1:2:1	0	-	C[S-](=O)=O>>CS([O-])=O	A sulfinate drawn as a pentavalent [S-] with two S=O; one becomes [S]-[O-] and the sulfur goes neutral
groups:67	[S;D4;z6;-](=[O;D1])(=[O;D1])(=[O;D1])[A]	1:1:-;2:-1:-	1:2:1	0	-	O=[S-](C)(=O)=O>>CS([O-])(=O)=O	A sulfonate drawn as an [S-] with three S=O; one becomes [S]-[O-] and the sulfur goes neutral
groups:68	[S;D3;z5;x3;-]([S;D1;-])(=[O;D1])=[O;D1]	1:1:-;2:1:-;3:-1:-;4:-1:-	1:2:2;1:3:1;1:4:1	0	-	O=[S-](=O)[S-]>>S=S([O-])[O-]	A thiosulfate drawn with a charge on each sulfur and two S=O; the charges move onto the two oxygens and the S-S becomes a double bond
groups:69	[S;D4;z2](=[O;D1])[O&D1,N&D1&z1,N&D2&z1]	-	1:3:2	0	-	CS(C)(=O)O>>CS(=O)(C)=O;CS(C)(=O)N>>CS(=N)(=O)C	A sulfone or sulfonimide drawn with one S=O and one single-bonded OH or NH2 on a four-coordinate sulfur; the single bond becomes the second double bond and the hydrogen it carried goes with it
groups:70	[S;D3,D5;z2](=[N;D1,D2;z2])[O;D1]	-	1:2:1;1:3:2	1	-	CS(=N)O>>CS(N)=O	A sulfinamide drawn as the S=N tautomer with the hydrogen on oxygen; the hydrogen moves from oxygen to nitrogen and the S-O becomes S=O
groups:71	[S;D4;z5:1]([O;D1:2])(=[N;D1,D2;z2:3])(=[A])[A]	-	1:2:2;1:3:1	1	-	OS(=N)(=N)C>>CS(=N)(N)=O	A sulfonimidamide drawn as the S=N tautomer with the hydrogen on oxygen; the hydrogen moves from oxygen to nitrogen and the S-O becomes S=O
groups:72	[S;D4;z5:1]([O;D1:2])(=[N;D1,D2;z2:3])(=[A])[A]	-	1:2:2;1:3:1	1	-	OS(=N)(=N)O>>NS(=O)(N)=O	groups:81 a second time, on purpose: the pattern matches a second overlapping site only once the first has been patched, so one pass would leave the second imide mis-drawn
groups:73	[C;D2;z3;x1]([N&D1,O&D1,S&D1,N&D2&z1])#[C;D1,D2]	-	1:2:2;1:3:2	1	-	C#CO>>C(=C)=O;C#CNC>>C(=C)=NC	A ketene, ketenimine or thioketene drawn as an ynol or an ynamine, C#C-[OH,NH2,SH,NHR]; both bonds become double and the hydrogen moves from the heteroatom to the far carbon
groups:74	[C;D1;x1;z2]=[O;D1] |^1:0|	1:-1:0;2:1:-	1:2:3	0	-	C=O |^1:0|>>[C-]#[O+]	Carbon monoxide drawn as a carbene, [C]=O; it is the charge-separated triple bond [C-]#[O+]
groups:75	[O;D1][O;D2][O;D1] |^1:0,2|	1:0:0;2:1:-;3:-1:0	1:2:2	0	-	[O]O[O] |^1:0,2|>>[O-][O+]=O	Ozone drawn as a diradical, [O]-O-[O]; it is the charge-separated O=[O+]-[O-]
groups:76	[C;D1,D2,D3;z1;+]-[N;D3;z1]	1:-1:-;2:1:-	1:2:2	0	groups:58;groups:65	[CH2+]N(C)O>>C=[N+](C)O	An iminium drawn as a carbocation next to an amine; the lone pair forms the double bond and the charge moves from carbon to nitrogen.  It follows the [A-]-[C+] rules, which is the one ordering chython 2 annotated: a rule that names the anion specifically must have had its chance first
groups:77	[C;D1,D2;z2;x1;+]=[N;D1,D2;z2]	1:-1:-;2:1:-	1:2:3	0	-	[CH2+]=NC>>C#[N+]C	A nitrilium drawn as a carbocation double-bonded to nitrogen; the charge moves to the nitrogen and the bond becomes triple
groups:78	[P&D4&z1,S&D3&z1,Se&D3&z1,Si&D3&z1,S&D2&z2,S&D4&z2,Cl&D2&z1,Br&D2&z1,I&D2&z1;+][O;D1;-]	1:-1:-;2:1:-	1:2:2	0	-	C[P+]([O-])(C)C>>CP(=O)(C)C;C[S+]([O-])C>>CS(=O)C;C=[S+][O-]>>C=S=O;O[Cl+][O-]>>O=ClO	A phosphine oxide, sulfoxide, selenoxide, silanone, sulfine or hypohalite drawn charge-separated as [X+]-[O-], which is how RDKit writes them; the charges cancel into a double bond.  Each element brings its own coordination and hybridization, which is what the `&` alternatives spell out
groups:79	[S&D3&z2,S&D4&z1,Cl&D3&z1,Br&D3&z1,I&D3&z1;+2]([O;D1;-])[O;D1;-]	1:-2:-;2:1:-;3:1:-	1:2:2;1:3:2	0	-	C=[S+2]([O-])[O-]>>C=S(=O)=O;C[S+2]([O-])(C)[O-]>>CS(=O)(C)=O;O[Cl+2]([O-])[O-]>>O=Cl(O)=O	A sulfene, sulfone or halite drawn as [X+2] with two [O-]; all the charges cancel into two double bonds
groups:80	[Cl,Br,I;D4;z1;+3]([O;D1;-])([O;D1;-])[O;D1;-]	1:-3:-;2:1:-;3:1:-;4:1:-	1:2:2;1:3:2;1:4:2	0	-	O[Cl+3]([O-])([O-])[O-]>>O=Cl(O)(=O)=O	A halate drawn as [Hal+3] with three [O-]; all four charges cancel into three double bonds
groups:81	[Cl,Br,I;D1;z2;-]=[O;D1]	1:1:-;2:-1:-	1:2:1	0	-	[Cl-]=O>>[O-]Cl	A hypohalite drawn as [Hal-]=O, which is how Reaxys writes it; the charge moves to the oxygen and the bond becomes single
groups:82	[O;D1;h1;z1][N;D3;z2]	1:-1:-;2:1:-	-	0	-	ON1=CC=CC=C1>>[O-][N+]1=CC=CC=C1	An N-oxide drawn as a hydroxyl on a nitrogen that already has a double bond elsewhere -- the Kekule spelling of what the aromatic reader charge-separates on its own.  The hydrogen on the oxygen is the phantom the missing minus left behind, so the charges separate and the hydrogen goes with them; `groups:35` is this row for a radical oxygen
groups:83	[O;D1;z1;-][N;D3;z2]	2:1:-	-	0	-	[O-]N1=CC=CC=C1>>[O-][N+]1=CC=CC=C1	An N-oxide half charge-separated: the oxygen kept its minus and the nitrogen lost its plus, so only the nitrogen is charged here.  The neutral-oxygen spelling of the same defect is `groups:82`
groups:84	[N;D3;z2]	1:1:-	-	0	groups:82	CN1=CC=CC=C1>>C[N+]1=CC=CC=C1	Three substituents and a double bond, therefore a formal charge -- `groups:10` for a nitrogen that is sp2 rather than sp3, and the last word on a neutral nitrogen holding four bonds' worth of valence.  It is an azinium or an iminium whose plus the drawing dropped, and the alternative reading needs a bond order changed and hydrogens added, which is not a repair a charge can make.  It runs after `groups:82` on purpose: where a terminal heteroatom can take the counter-charge the compound is neutral overall and separating is the answer, so the general claim must not reach the site first.  `groups:83` needs no such obligation: its patch is this row's patch, the oxygen already carrying the minus.  Only oxygen takes a counter-charge -- a terminal amino group is a substituent like any other and the aromatic reader promotes 1-aminopyridinium to a cation rather than separating it into an aminide, which is measured in `test_standardize_overvalent_nitrogen.py`
