# THE REACTION CORPUS.  One table, one id space, one API method: `mol.react(*others, reaction=...)`.
#
# A row is a row -- some name two groups, some name one, and which is true is `len(groups)`.  THE
# OXIDATION/REDUCTION/INTERCONVERSION TAXONOMY IS NOT A COLUMN: nothing computes it or checks it, and making
# it one would mean inventing a class for each of the multi-component rows.  It is the section
# comments below and nothing else, which cost nothing and claim nothing.
#
# `groups` NAMES ROWS OF functional.tsv, comma separated, IN SLOT ORDER, and the slot decides the map
# numbers the `product` column talks about: slot 0 keeps the group's own numbers, slot 1 has 100 added to
# each, slot 2 has 200.  So `[A:1]-[A:101]` bonds the first group's atom 1 to the second group's atom 1.
# `chython.reactions.compose_smirks(groups, product)` prints the SMIRKS a row composes to, which is the
# thing to read when a row does not fire.
#
# THE SLOT ORDER IS NOT THE CALLER'S ARGUMENT ORDER, and nothing reorders the caller's molecules to make it
# one.  `react()` hands every input to the matcher at once and the reactant side finds its components
# wherever they are, so a row states the chemical roles once and `acid.react(amine)` and `amine.react(acid)`
# are the same question.
#
# `ring_sizes` IS `<atom>:<sizes>` AND IT IS WHAT MAKES A ROW INTRAMOLECULAR.  A multi-slot row always
# composes an intermolecular template, whose components are demanded to be in DIFFERENT molecule
# components; filling `ring_sizes` composes a SECOND template demanding them in ONE, with the sizes as a
# product-side `r` on the atom named.  `1:5,6,7` reads "the ring through product atom :1 is 5-, 6- or
# 7-membered", and the atom must be one that lies on the new ring -- pick the wrong one and the row composes
# fine and never fires.  The two templates are mutually exclusive, so a substrate never yields the same
# product twice.  A ONE-SLOT ROW MAY NOT FILL IT: there is no intermolecular reading to distinguish such a
# row from, so the constraint goes in `product` by hand and the loader refuses the column outright.  LEAVE
# `ring_sizes` EMPTY UNLESS THE RING SIZE IS KNOWN -- an empty cell says "the intramolecular case of this
# row is not in the corpus yet", which is honest, while a guessed range invents chemistry.
#
# `product` is the product side of a SMIRKS: explicit-only, so an unstated charge, isotope or radical is the
# DEFAULT and not the matched atom's value.  `[A:N]` inherits the element of the atom it pairs with.  Every
# reactant atom whose number is absent here is DELETED, along with whatever hung only off it -- which is how
# a leaving group and its whole fragment go without being named.
#
# A CONFIGURATION AT THE REACTION CENTRE IS STATED IN `product` OR IT IS LOST.  A patch drops what it
# rewrites, so a product side silent about its own centre yields an unconfigured atom -- right for the row
# that racemizes, wrong for the row that inverts.  An atom the row merely mentions keeps what it had, so the
# carbinol of an esterified secondary alcohol needs no token.  Three tokens carry the whole table:
#
#   `@~`    inverted -- the SN2 rows, at the carbon the nucleophile displaces:       `[A@~:1]`
#   `@=`    kept     -- the alkenyl couplings, at the terminal that held the metal:  `[A@=:101]`
#   `&<n>`  racemic  -- a centre a radical, a carbanion or a hydride makes or unmakes: `[A;&1:101]`
#
# A ROW STATES A CONFIGURATION WHEN ITS OWN PROBE'S PRODUCT HOLDS ONE, which is what makes sibling rows
# differ: `21 appel` inverts a secondary alcohol and `20` has no centre to invert.  TWO FAMILIES ARE SILENT
# BECAUSE THEIR GROUPS MAP THE REACTING ATOMS ALONE.  A drawn sign is relative to the order of its centre's
# directions and so has to name three of them: `39 dihydroxylation` cannot state syn addition, the third
# direction being a substituent `alkene` does not number, while `38` marks the one centre a terminal alkene
# makes.  A geometry needs a mapped substituent on EACH terminal, which is why `53 alkyne_to_alkene`,
# `279`/`280` (HWE), `282`/`283` (Wittig) and `284` (Knoevenagel) state none: `aldehyde` and `ketone` map the
# carbonyl and nothing else.
#
# `probe` IS THE ROW'S OWN ACCEPTANCE TEST, `<reactants>>><product>`, and it is not optional.  A row that
# composes cleanly and never fires is invisible -- an absent reaction and an unmatchable one are the same
# empty result -- so `test/test_probes.py` fires every row on its own probe and demands the product back.
# EACH SIDE IS ONE RECORD: the reactant side finds its components wherever they are, so `CCBr.Oc1ccccc1`
# exercises the intermolecular template and a connected reactant side exercises the intramolecular one.
# The probe also refuses an unknown hydrogen count, which is what an all-`:` product side leaves behind.
#
# `name` is the CHEMICAL name and is shared by every row that spells a variant of the same reaction; it is
# what `reaction=` selects on, so the five amidation rows are one selectable reaction.
#
# PREFER ONE ROW WITH A `,` LIST TO SEVERAL ROWS THAT DIFFER BY AN ELEMENT: `aryl_halide` is `[Cl,Br,I;D1]`
# in one group and one row.  The bound on the merge is CHEMICAL, not notational -- F is left out because it
# does SNAr rather than couple.  Merging two rows a chemist would distinguish is a wrong row, not a tidy one.
#
# THE ROWS ABOVE THE APPENDED SECTION ARE A SEED, a spread across the reaction classes; the rows below it
# are grown from measured frequency of use.  Neither is the whole of chemistry and the table says so by
# being a table.
#
# ================================================================================================
# MULTI-COMPONENT.  Two groups, in two molecules or in one -- see `ring_sizes`.
# ================================================================================================
id	name	groups	product	ring_sizes	probe	description
89	stille	aryl_sulfonate,aryl_stannane	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1(ccccc1)[Sn](C)(C)C>>c1cc(-c2ccccc2)ccc1	Aryl sulfonate and an aryl stannane, giving the biaryl (Stille)
90	stille	aryl_sulfonate,alkenyl_stannane	[A:1]-[A@=:101]=[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C/C=C/[Sn](C)(C)C>>c1cccc(/C=C/C)c1	Aryl sulfonate and an alkenyl stannane, giving the styrene (Stille)
91	stille	aryl_sulfonate,alkyl_stannane	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C([Sn](C)(C)C)CCC>>C(CC)Cc1ccccc1	Aryl sulfonate and an alkyl stannane, giving the alkylarene (Stille)
# --- the couplings that lose an atom by absence: the alcohol oxygen, and CO2 --------------------
92	deoxygenative_coupling	primary_alcohol,aryl_halide	[A:2]-[A:101]		C(C)O.c1c(Br)cccc1>>c1cc(CC)ccc1	Primary alcohol and an aryl halide coupled, losing the oxygen
93	deoxygenative_coupling	primary_alcohol,aryl_sulfonate	[A:2]-[A:101]		C(C)O.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cc(CC)ccc1	Primary alcohol and an aryl sulfonate coupled, losing the oxygen
94	deoxygenative_coupling	secondary_alcohol,aryl_halide	[A;&1:2]-[A:101]		CCC(O)C.c1c(Br)cccc1>>c1cc(ccc1)[C@H](C)CC |&1:6|	Secondary alcohol and an aryl halide coupled, losing the oxygen
95	deoxygenative_coupling	secondary_alcohol,aryl_sulfonate	[A;&1:2]-[A:101]		CCC(O)C.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cc(ccc1)[C@H](C)CC |&1:6|	Secondary alcohol and an aryl sulfonate coupled, losing the oxygen
96	deoxygenative_coupling	tertiary_alcohol,aryl_halide	[A;&1:2]-[A:101]		CCC(C)(O)CCC.c1c(Br)cccc1>>c1cccc([C@@](C)(CC)CCC)c1 |&1:5|	Tertiary alcohol and an aryl halide coupled, losing the oxygen
97	deoxygenative_coupling	tertiary_alcohol,aryl_sulfonate	[A;&1:2]-[A:101]		CCC(C)(O)CCC.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cccc([C@@](C)(CC)CCC)c1 |&1:5|	Tertiary alcohol and an aryl sulfonate coupled, losing the oxygen
98	decarboxylative_coupling	alkyl_carboxylic_acid,aryl_halide	[A;&1:3]-[A:101]		CCC(C)C(=O)O.c1c(Br)cccc1>>c1cc(ccc1)[C@H](C)CC |&1:6|	Alkyl carboxylic acid and an aryl halide coupled, losing CO2
99	decarboxylative_coupling	alkyl_carboxylic_acid,aryl_sulfonate	[A;&1:3]-[A:101]		CCC(C)C(=O)O.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cc(ccc1)[C@H](C)CC |&1:6|	Alkyl carboxylic acid and an aryl sulfonate coupled, losing CO2
100	decarboxylative_coupling	aryl_carboxylic_acid,aryl_halide	[A:3]-[A:101]		c1(ccccc1)C(=O)O.c1c(Br)cccc1>>c1cc(-c2ccccc2)ccc1	Aryl carboxylic acid and an aryl halide coupled, losing CO2
101	decarboxylative_coupling	aryl_carboxylic_acid,aryl_sulfonate	[A:3]-[A:101]		c1(ccccc1)C(=O)O.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cc(-c2ccccc2)ccc1	Aryl carboxylic acid and an aryl sulfonate coupled, losing CO2
102	decarboxylative_coupling	redox_active_ester,aryl_halide	[A;&1:1]-[A:101]		O(N1C(CCC1=O)=O)C(=O)C(C)CC.c1c(Br)cccc1>>c1cc(ccc1)[C@@H](C)CC |&1:6|	Redox-active ester and an aryl halide coupled, losing CO2
103	decarboxylative_coupling	redox_active_ester,aryl_sulfonate	[A;&1:1]-[A:101]		O(N1C(CCC1=O)=O)C(=O)C(C)CC.O=S(C(F)(F)F)(Oc1ccccc1)=O>>c1cc(ccc1)[C@@H](C)CC |&1:6|	Redox-active ester and an aryl sulfonate coupled, losing CO2
# --- the organometallic nucleophiles ------------------------------------------------------------
104	negishi	aryl_halide,alkyl_zinc	[A:1]-[A:101]		c1c(Br)cccc1.C(C)[Zn]Br>>c1cc(CC)ccc1	Aryl halide and an alkyl organozinc, giving the alkylarene (Negishi)
105	negishi	aryl_halide,aryl_zinc	[A:1]-[A:101]		c1c(Br)cccc1.c1cc([Zn]Br)ccc1>>c1cc(-c2ccccc2)ccc1	Aryl halide and an aryl organozinc, giving the biaryl (Negishi)
106	negishi	aryl_halide,alkenyl_zinc	[A:1]-[A@=:101]=[A:102]		c1c(Br)cccc1.C/C=C/[Zn]Br>>c1cccc(/C=C/C)c1	Aryl halide and an alkenyl organozinc, giving the styrene (Negishi)
107	negishi	aryl_sulfonate,alkyl_zinc	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)[Zn]Br>>c1cc(CC)ccc1	Aryl sulfonate and an alkyl organozinc, giving the alkylarene (Negishi)
108	negishi	aryl_sulfonate,aryl_zinc	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1cc([Zn]Br)ccc1>>c1cc(-c2ccccc2)ccc1	Aryl sulfonate and an aryl organozinc, giving the biaryl (Negishi)
109	negishi	aryl_sulfonate,alkenyl_zinc	[A:1]-[A@=:101]=[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C/C=C/[Zn]Br>>c1cccc(/C=C/C)c1	Aryl sulfonate and an alkenyl organozinc, giving the styrene (Negishi)
110	heck	aryl_halide,terminal_alkene	[A:1]-[A:101]=[A:102]		c1c(Br)cccc1.C(CC)=C>>C(CC)=Cc1ccccc1	Aryl halide and a terminal alkene, giving the styrene (Heck)
111	heck	aryl_halide,alkene	[A:1]-[A:101]=[A:102]		c1c(Br)cccc1.C(C)=CC>>c1cccc(C(C)=CC)c1	Aryl halide and an internal alkene, giving the arylated alkene (Heck)
112	heck	aryl_sulfonate,terminal_alkene	[A:1]-[A:101]=[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(CC)=C>>C(CC)=Cc1ccccc1	Aryl sulfonate and a terminal alkene, giving the styrene (Heck)
113	heck	aryl_sulfonate,alkene	[A:1]-[A:101]=[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C(C)=CC>>c1cccc(C(C)=CC)c1	Aryl sulfonate and an internal alkene, giving the arylated alkene (Heck)
114	kumada	aryl_halide,alkyl_grignard	[A:1]-[A;&1:101]		c1c(Br)cccc1.C[C@H](CC)[Mg]Br>>c1cc(ccc1)[C@H](C)CC |&1:6|	Aryl halide and an alkyl Grignard, giving the alkylarene (Kumada)
115	kumada	aryl_halide,aryl_grignard	[A:1]-[A:101]		c1c(Br)cccc1.c1cc([Mg]Br)ccc1>>c1cc(-c2ccccc2)ccc1	Aryl halide and an aryl Grignard, giving the biaryl (Kumada)
116	kumada	aryl_halide,alkenyl_grignard	[A:1]-[A@=:101]=[A:102]		c1c(Br)cccc1.C/C=C/[Mg]Br>>c1cccc(/C=C/C)c1	Aryl halide and an alkenyl Grignard, giving the styrene (Kumada)
117	kumada	aryl_sulfonate,alkyl_grignard	[A:1]-[A;&1:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C[C@H](CC)[Mg]Br>>c1cc(ccc1)[C@H](C)CC |&1:6|	Aryl sulfonate and an alkyl Grignard, giving the alkylarene (Kumada)
118	kumada	aryl_sulfonate,aryl_grignard	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1cc([Mg]Br)ccc1>>c1cc(-c2ccccc2)ccc1	Aryl sulfonate and an aryl Grignard, giving the biaryl (Kumada)
119	kumada	aryl_sulfonate,alkenyl_grignard	[A:1]-[A@=:101]=[A:102]		O=S(C(F)(F)F)(Oc1ccccc1)=O.C/C=C/[Mg]Br>>c1cccc(/C=C/C)c1	Aryl sulfonate and an alkenyl Grignard, giving the styrene (Kumada)
#
# --- Cu-mediated N-arylation of an azole, including the activated lactam electrophiles ----------
# The `pyrazole` and `imidazole` product sides restate the ring atoms between the two nitrogens:
# the new bond goes to the `h0` nitrogen and the H moves to the other, and a derived hydrogen
# count makes the two spellings one molecule.
120	ullmann_pyrrole	aryl_fluoride,pyrrole	[A:1]-[A:101]		c1c(F)cccc1.c1c[nH]cc1>>n1(cccc1)-c1ccccc1	Activated aryl fluoride N-arylating a pyrrole (Ullmann)
121	ullmann_pyrrole	aryl_fluoride,pyrazole	[A:1]-[A:102]:[A:101]		c1c(F)cccc1.n1[nH]ccc1>>c1ccn(-c2ccccc2)n1	Activated aryl fluoride N-arylating a pyrazole (Ullmann)
122	ullmann_pyrrole	aryl_fluoride,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		c1c(F)cccc1.n1c[nH]cc1>>n1ccn(-c2ccccc2)c1	Activated aryl fluoride N-arylating an imidazole (Ullmann)
123	ullmann_pyrrole	aryl_halide,pyrrole	[A:1]-[A:101]		c1c(Br)cccc1.c1c[nH]cc1>>n1(cccc1)-c1ccccc1	Aryl halide N-arylating a pyrrole (Ullmann)
124	ullmann_pyrrole	aryl_halide,pyrazole	[A:1]-[A:102]:[A:101]		c1c(Br)cccc1.n1[nH]ccc1>>c1ccn(-c2ccccc2)n1	Aryl halide N-arylating a pyrazole (Ullmann)
125	ullmann_pyrrole	aryl_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		c1c(Br)cccc1.n1c[nH]cc1>>n1ccn(-c2ccccc2)c1	Aryl halide N-arylating an imidazole (Ullmann)
126	ullmann_pyrrole	aryl_sulfonate,pyrrole	[A:1]-[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.c1c[nH]cc1>>n1(cccc1)-c1ccccc1	Aryl sulfonate N-arylating a pyrrole (Ullmann)
127	ullmann_pyrrole	aryl_sulfonate,pyrazole	[A:1]-[A:102]:[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.n1[nH]ccc1>>c1ccn(-c2ccccc2)n1	Aryl sulfonate N-arylating a pyrazole (Ullmann)
128	ullmann_pyrrole	aryl_sulfonate,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		O=S(C(F)(F)F)(Oc1ccccc1)=O.n1c[nH]cc1>>n1ccn(-c2ccccc2)c1	Aryl sulfonate N-arylating an imidazole (Ullmann)
129	ullmann_pyrrole	lactam_1_halide,pyrrole	[A:1]-[A:101]		C=1C(=O)N(C)C=CC=1Cl.c1c[nH]cc1>>n1(cccc1)C1=CC(N(C=C1)C)=O	Azine lactam halide at C4 of a 2-pyridinone N-arylating a pyrrole (Ullmann)
130	ullmann_pyrrole	lactam_1_halide,pyrazole	[A:1]-[A:102]:[A:101]		C=1C(=O)N(C)C=CC=1Cl.n1[nH]ccc1>>C=1(n2nccc2)C=CN(C)C(=O)C=1	Azine lactam halide at C4 of a 2-pyridinone N-arylating a pyrazole (Ullmann)
131	ullmann_pyrrole	lactam_1_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		C=1C(=O)N(C)C=CC=1Cl.n1c[nH]cc1>>n1(cncc1)C1=CC(N(C=C1)C)=O	Azine lactam halide at C4 of a 2-pyridinone N-arylating an imidazole (Ullmann)
132	ullmann_pyrrole	lactam_2_halide,pyrrole	[A:1]-[A:101]		N1(C)C(=O)C=CC=C1Cl.c1c[nH]cc1>>C1(N(C(n2cccc2)=CC=C1)C)=O	Azine lactam halide at C6 of a 2-pyridinone N-arylating a pyrrole (Ullmann)
133	ullmann_pyrrole	lactam_2_halide,pyrazole	[A:1]-[A:102]:[A:101]		N1(C)C(=O)C=CC=C1Cl.n1[nH]ccc1>>n1cccn1C1=CC=CC(=O)N1C	Azine lactam halide at C6 of a 2-pyridinone N-arylating a pyrazole (Ullmann)
134	ullmann_pyrrole	lactam_2_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		N1(C)C(=O)C=CC=C1Cl.n1c[nH]cc1>>n1ccn(C=2N(C(=O)C=CC=2)C)c1	Azine lactam halide at C6 of a 2-pyridinone N-arylating an imidazole (Ullmann)
135	ullmann_pyrrole	lactam_3_halide,pyrrole	[A:1]-[A:101]		C=1C(=O)C=CN(C)C=1Cl.c1c[nH]cc1>>C=1C(C=C(n2cccc2)N(C=1)C)=O	Azine lactam halide at C2 of a 4-pyridinone N-arylating a pyrrole (Ullmann)
136	ullmann_pyrrole	lactam_3_halide,pyrazole	[A:1]-[A:102]:[A:101]		C=1C(=O)C=CN(C)C=1Cl.n1[nH]ccc1>>C=1C(C=CN(C=1n1nccc1)C)=O	Azine lactam halide at C2 of a 4-pyridinone N-arylating a pyrazole (Ullmann)
137	ullmann_pyrrole	lactam_3_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		C=1C(=O)C=CN(C)C=1Cl.n1c[nH]cc1>>c1nccn1C1=CC(C=CN1C)=O	Azine lactam halide at C2 of a 4-pyridinone N-arylating an imidazole (Ullmann)
138	ullmann_pyrrole	lactam_4_halide,pyrrole	[A:1]-[A:101]		O=C1N(C)C=CC=C1Cl.c1c[nH]cc1>>c1n(C2=CC=CN(C2=O)C)ccc1	Azine lactam halide at C3 of a 2-pyridinone N-arylating a pyrrole (Ullmann)
139	ullmann_pyrrole	lactam_4_halide,pyrazole	[A:1]-[A:102]:[A:101]		O=C1N(C)C=CC=C1Cl.n1[nH]ccc1>>C=1N(C(=O)C(=CC=1)n1nccc1)C	Azine lactam halide at C3 of a 2-pyridinone N-arylating a pyrazole (Ullmann)
140	ullmann_pyrrole	lactam_4_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		O=C1N(C)C=CC=C1Cl.n1c[nH]cc1>>C1(C(=CC=CN1C)n1cncc1)=O	Azine lactam halide at C3 of a 2-pyridinone N-arylating an imidazole (Ullmann)
141	ullmann_pyrrole	lactam_5_halide,pyrrole	[A:1]-[A:101]		O=C1C(=CN(C)C=C1)Cl.c1c[nH]cc1>>C=1(C(=O)C=CN(C)C=1)n1cccc1	Azine lactam halide at C3 of a 4-pyridinone N-arylating a pyrrole (Ullmann)
142	ullmann_pyrrole	lactam_5_halide,pyrazole	[A:1]-[A:102]:[A:101]		O=C1C(=CN(C)C=C1)Cl.n1[nH]ccc1>>C1(=O)C=CN(C)C=C1n1nccc1	Azine lactam halide at C3 of a 4-pyridinone N-arylating a pyrazole (Ullmann)
143	ullmann_pyrrole	lactam_5_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		O=C1C(=CN(C)C=C1)Cl.n1c[nH]cc1>>N1(C)C=CC(=O)C(n2cncc2)=C1	Azine lactam halide at C3 of a 4-pyridinone N-arylating an imidazole (Ullmann)
144	ullmann_pyrrole	lactam_6_halide,pyrrole	[A:1]-[A:101]		C1(=CN(C)C(=O)C=C1)Cl.c1c[nH]cc1>>C1=CC(N(C=C1n1cccc1)C)=O	Azine lactam halide at C5 of a 2-pyridinone N-arylating a pyrrole (Ullmann)
145	ullmann_pyrrole	lactam_6_halide,pyrazole	[A:1]-[A:102]:[A:101]		C1(=CN(C)C(=O)C=C1)Cl.n1[nH]ccc1>>C1=C(n2cccn2)C=CC(N1C)=O	Azine lactam halide at C5 of a 2-pyridinone N-arylating a pyrazole (Ullmann)
146	ullmann_pyrrole	lactam_6_halide,imidazole	[A:1]-[A:103]:[A:102]:[A:101]		C1(=CN(C)C(=O)C=C1)Cl.n1c[nH]cc1>>C1(N(C=C(n2cncc2)C=C1)C)=O	Azine lactam halide at C5 of a 2-pyridinone N-arylating an imidazole (Ullmann)
#
# --- the carbonyl electrophile toward nitrogen: carbamates and ureas ----------------------------
147	carbamoylation	chloroformate,primary_amine	[A:3]-[A:1](=[A:2])-[A:101]-[A:102]		C(Cl)(OCC)=O.C(C)N>>C(NC(=O)OCC)C	Chloroformate carbamoylating a primary amine, giving the carbamate
148	carbamoylation	chloroformate,primary_aniline	[A:3]-[A:1](=[A:2])-[A:101]-[A:102]		C(Cl)(OCC)=O.c1c(N)cccc1>>c1cc(ccc1)NC(=O)OCC	Chloroformate carbamoylating a primary aniline, giving the carbamate
149	carbamoylation	chloroformate,secondary_amine	[A:3]-[A:1](=[A:2])-[A:101](-[A:102])-[A:103]		C(Cl)(OCC)=O.CNC>>C(OC(=O)N(C)C)C	Chloroformate carbamoylating a secondary amine, giving the carbamate
150	carbamoylation	chloroformate,secondary_aniline	[A:3]-[A:1](=[A:2])-[A:101](-[A:102])-[A:103]		C(Cl)(OCC)=O.c1cc(NC)ccc1>>c1(ccccc1)N(C(OCC)=O)C	Chloroformate carbamoylating a secondary aniline, giving the carbamate
151	carbamoylation	chloroformate,pyrrole	[A:3]-[A:1](=[A:2])-[A:101]		C(Cl)(OCC)=O.c1c[nH]cc1>>c1ccn(C(=O)OCC)c1	Chloroformate carbamoylating a pyrrole, giving the carbamate
152	carbamoylation	chloroformate,aziridine_nh	[A:3]-[A:1](=[A:2])-[A:101]		C(Cl)(OCC)=O.C1NC1>>O=C(OCC)N1CC1	Chloroformate carbamoylating an aziridine NH, giving the carbamate
153	carbamoylation	chloroformate,imidazole	[A:3]-[A:1](=[A:2])-[A:103]:[A:102]:[A:101]		C(Cl)(OCC)=O.n1c[nH]cc1>>O(C(n1ccnc1)=O)CC	Chloroformate carbamoylating an imidazole, giving the carbamate
154	carbamoylation	fluoroformate,primary_amine	[A:3]-[A:1](=[A:2])-[A:101]-[A:102]		C(F)(OCC)=O.C(C)N>>C(NC(=O)OCC)C	Fluoroformate carbamoylating a primary amine, giving the carbamate
155	carbamoylation	fluoroformate,primary_aniline	[A:3]-[A:1](=[A:2])-[A:101]-[A:102]		C(F)(OCC)=O.c1c(N)cccc1>>c1cc(ccc1)NC(=O)OCC	Fluoroformate carbamoylating a primary aniline, giving the carbamate
156	carbamoylation	fluoroformate,secondary_amine	[A:3]-[A:1](=[A:2])-[A:101](-[A:102])-[A:103]		C(F)(OCC)=O.CNC>>C(OC(=O)N(C)C)C	Fluoroformate carbamoylating a secondary amine, giving the carbamate
157	carbamoylation	fluoroformate,secondary_aniline	[A:3]-[A:1](=[A:2])-[A:101](-[A:102])-[A:103]		C(F)(OCC)=O.c1cc(NC)ccc1>>c1(ccccc1)N(C(OCC)=O)C	Fluoroformate carbamoylating a secondary aniline, giving the carbamate
158	carbamoylation	fluoroformate,pyrrole	[A:3]-[A:1](=[A:2])-[A:101]		C(F)(OCC)=O.c1c[nH]cc1>>c1ccn(C(=O)OCC)c1	Fluoroformate carbamoylating a pyrrole, giving the carbamate
159	carbamoylation	fluoroformate,aziridine_nh	[A:3]-[A:1](=[A:2])-[A:101]		C(F)(OCC)=O.C1NC1>>O=C(OCC)N1CC1	Fluoroformate carbamoylating an aziridine NH, giving the carbamate
160	carbamoylation	fluoroformate,imidazole	[A:3]-[A:1](=[A:2])-[A:103]:[A:102]:[A:101]		C(F)(OCC)=O.n1c[nH]cc1>>O(C(n1ccnc1)=O)CC	Fluoroformate carbamoylating an imidazole, giving the carbamate
161	carbamoylation	succinimidyl_carbonate,primary_amine	[A:1]-[A:2](=[A:3])-[A:101]-[A:102]		N1(C(=O)CCC1=O)OC(OCC)=O.C(C)N>>C(NC(=O)OCC)C	Succinimidyl carbonate carbamoylating a primary amine, giving the carbamate
162	carbamoylation	succinimidyl_carbonate,primary_aniline	[A:1]-[A:2](=[A:3])-[A:101]-[A:102]		N1(C(=O)CCC1=O)OC(OCC)=O.c1c(N)cccc1>>c1cc(ccc1)NC(=O)OCC	Succinimidyl carbonate carbamoylating a primary aniline, giving the carbamate
163	carbamoylation	succinimidyl_carbonate,secondary_amine	[A:1]-[A:2](=[A:3])-[A:101](-[A:102])-[A:103]		N1(C(=O)CCC1=O)OC(OCC)=O.CNC>>C(OC(=O)N(C)C)C	Succinimidyl carbonate carbamoylating a secondary amine, giving the carbamate
164	carbamoylation	succinimidyl_carbonate,secondary_aniline	[A:1]-[A:2](=[A:3])-[A:101](-[A:102])-[A:103]		N1(C(=O)CCC1=O)OC(OCC)=O.c1cc(NC)ccc1>>c1(ccccc1)N(C(OCC)=O)C	Succinimidyl carbonate carbamoylating a secondary aniline, giving the carbamate
165	carbamoylation	succinimidyl_carbonate,pyrrole	[A:1]-[A:2](=[A:3])-[A:101]		N1(C(=O)CCC1=O)OC(OCC)=O.c1c[nH]cc1>>c1ccn(C(=O)OCC)c1	Succinimidyl carbonate carbamoylating a pyrrole, giving the carbamate
166	carbamoylation	succinimidyl_carbonate,aziridine_nh	[A:1]-[A:2](=[A:3])-[A:101]		N1(C(=O)CCC1=O)OC(OCC)=O.C1NC1>>O=C(OCC)N1CC1	Succinimidyl carbonate carbamoylating an aziridine NH, giving the carbamate
167	carbamoylation	succinimidyl_carbonate,imidazole	[A:1]-[A:2](=[A:3])-[A:103]:[A:102]:[A:101]		N1(C(=O)CCC1=O)OC(OCC)=O.n1c[nH]cc1>>O(C(n1ccnc1)=O)CC	Succinimidyl carbonate carbamoylating an imidazole, giving the carbamate
168	carbamoylation	aryl_carbonate,primary_amine	[A:1]-[A:2](=[A:3])-[A:101]-[A:102]		C(Oc1ccccc1)(=O)OCC.C(C)N>>C(NC(=O)OCC)C	Aryl carbonate carbamoylating a primary amine, giving the carbamate
169	carbamoylation	aryl_carbonate,primary_aniline	[A:1]-[A:2](=[A:3])-[A:101]-[A:102]		C(Oc1ccccc1)(=O)OCC.c1c(N)cccc1>>c1cc(ccc1)NC(=O)OCC	Aryl carbonate carbamoylating a primary aniline, giving the carbamate
170	carbamoylation	aryl_carbonate,secondary_amine	[A:1]-[A:2](=[A:3])-[A:101](-[A:102])-[A:103]		C(Oc1ccccc1)(=O)OCC.CNC>>C(OC(=O)N(C)C)C	Aryl carbonate carbamoylating a secondary amine, giving the carbamate
171	carbamoylation	aryl_carbonate,secondary_aniline	[A:1]-[A:2](=[A:3])-[A:101](-[A:102])-[A:103]		C(Oc1ccccc1)(=O)OCC.c1cc(NC)ccc1>>c1(ccccc1)N(C(OCC)=O)C	Aryl carbonate carbamoylating a secondary aniline, giving the carbamate
172	carbamoylation	aryl_carbonate,pyrrole	[A:1]-[A:2](=[A:3])-[A:101]		C(Oc1ccccc1)(=O)OCC.c1c[nH]cc1>>c1ccn(C(=O)OCC)c1	Aryl carbonate carbamoylating a pyrrole, giving the carbamate
173	carbamoylation	aryl_carbonate,aziridine_nh	[A:1]-[A:2](=[A:3])-[A:101]		C(Oc1ccccc1)(=O)OCC.C1NC1>>O=C(OCC)N1CC1	Aryl carbonate carbamoylating an aziridine NH, giving the carbamate
174	carbamoylation	aryl_carbonate,imidazole	[A:1]-[A:2](=[A:3])-[A:103]:[A:102]:[A:101]		C(Oc1ccccc1)(=O)OCC.n1c[nH]cc1>>O(C(n1ccnc1)=O)CC	Aryl carbonate carbamoylating an imidazole, giving the carbamate
175	carbamoylation	imidazolyl_carbonate,primary_amine	[A:1]-[A:2](=[A:3])-[A:101]-[A:102]		O(C(n1ccnc1)=O)CC.C(C)N>>C(NC(=O)OCC)C	Imidazolyl carbonate carbamoylating a primary amine, giving the carbamate
